,lsoa11cd,lsoa11nm,lsoa11nmw,st_areasha,st_lengths,IMD_Rank,Index of Multiple Deprivation Decile,LSOA01NM,LADcd,LADnm,IMDScore,IMDRank0,IMDDec0,IncScore,IncRank,IncDec,EmpScore,EmpRank,EmpDec,EduScore,EduRank,EduDec,HDDScore,HDDRank,HDDDec,CriScore,CriRank,CriDec,BHSScore,BHSRank,BHSDec,EnvScore,EnvRank,EnvDec,IDCScore,IDCRank,IDCDec,IDOScore,IDORank,IDODec,CYPScore,CYPRank,CYPDec,ASScore,ASRank,ASDec,GBScore,GBRank,GBDec,WBScore,WBRank,WBDec,IndScore,IndRank,IndDec,OutScore,OutRank,OutDec,TotPop,DepChi,Pop16_59,Pop60+,WorkPop,priority_places_for_food_oct22_domain_supermarket_proximity,priority_places_for_food_oct22_domain_supermarket_accessibility,priority_places_for_food_oct22_domain_ecommerce_access,priority_places_for_food_oct22_domain_socio_demographic,priority_places_for_food_oct22_domain_nonsupermarket_proximity,priority_places_for_food_oct22_domain_food_for_families,priority_places_for_food_oct22_domain_fuel_poverty,priority_places_for_food_oct22_country,priority_places_for_food_oct22_country_denominator,priority_places_for_food_oct22_combined,Priority Places for Food Index: Supermarket proximity decile,Priority Places for Food Index: Supermarket accessibility decile,Priority Places for Food Index: Online supermarket delivery access decile,Priority Places for Food Index: Socio-demographic determinants of food insecurity decile,Priority Places for Food Index: Non-supermarket food retail proximity decile,Priority Places for Food Index: Need for further food support decile,Priority Places for Food Index: Fuel poverty decile,Priority Places for Food Index: Overall decile,AHAH_V3_0_ah3gp,AHAH_V3_0_ah3dent,AHAH_V3_0_ah3phar,AHAH_V3_0_ah3hosp,AHAH_V3_0_ah3blue,AHAH_V3_0_ah3gpas,AHAH_V3_0_ah3ffood,AHAH_V3_0_ah3gamb,AHAH_V3_0_ah3leis,AHAH_V3_0_ah3pubs,AHAH_V3_0_ah3tob,AHAH_V3_0_ah3no2,AHAH_V3_0_ah3so2,AHAH_V3_0_ah3pm10,AHAH_V3_0_ah3gp_rnk,AHAH_V3_0_ah3dent_rnk,AHAH_V3_0_ah3phar_rnk,AHAH_V3_0_ah3hosp_rnk,AHAH_V3_0_ah3leis_rnk,AHAH_V3_0_ah3gpas_rnk,AHAH_V3_0_ah3blue_rnk,AHAH_V3_0_ah3no2_rnk,AHAH_V3_0_ah3so2_rnk,AHAH_V3_0_ah3pm10_rnk,AHAH_V3_0_ah3gamb_rnk,AHAH_V3_0_ah3pubs_rnk,AHAH_V3_0_ah3tob_rnk,AHAH_V3_0_ah3ffood_rnk,AHAH_V3_0_ah3gp_pct,AHAH_V3_0_ah3dent_pct,AHAH_V3_0_ah3phar_pct,AHAH_V3_0_ah3hosp_pct,AHAH_V3_0_ah3leis_pct,AHAH_V3_0_ah3gpas_pct,AHAH_V3_0_ah3blue_pct,AHAH_V3_0_ah3no2_pct,AHAH_V3_0_ah3so2_pct,AHAH_V3_0_ah3pm10_pct,AHAH_V3_0_ah3gamb_pct,AHAH_V3_0_ah3pubs_pct,AHAH_V3_0_ah3tob_pct,AHAH_V3_0_ah3ffood_pct,AHAH_V3_0_ah3h,AHAH_V3_0_ah3g,AHAH_V3_0_ah3e,AHAH_V3_0_ah3r,AHAH_V3_0_ah3h_rnk,AHAH_V3_0_ah3g_rnk,AHAH_V3_0_ah3e_rnk,AHAH_V3_0_ah3r_rnk,AHAH_V3_0_ah3h_pct,AHAH_V3_0_ah3g_pct,AHAH_V3_0_ah3e_pct,AHAH_V3_0_ah3r_pct,AHAH_V3_0_ah3ahah,AHAH_V3_0_ah3ahah_rn,AHAH_V3_0_ah3ahah_pc,LSOA,Researcher initials (first),Coder initials (first),Date of data coding,Number of Images taken in the LSOA,Number of unique images taken in the LSOA,Number of dates photos taken across LSOA,Number of unique adverts in the LSOA,Number of unique advertising assets in the LSOA,Most common Advertising asset type in the LSOA,Number of different Advertising asset types in the LSOA,List of all the different Advertising asset types in the LSOA,Most common advert size in the LSOA,Number of different advert sizes in the LSOA,Number of different advertised product types in the LSOA,List of all the different Advertised product types in the LSOA,Number of different Products advertised in the LSOA,Most common Brand advertised in the LSOA,Number of different Brand advertised in the LSOA,List of all the different Brand advertised in the LSOA,Number of Products advertised with a price in the LSOA,Total price of Products advertised in the LSOA,Mean price of Products advertised in the LSOA,"Number of Products  with Fruit, Veg and Nut measure","Average percentage of products made up of fruit, vegetables and/or nuts across adverts in the LSOA",Count of adverts with a NPM status of fail,Count of adverts with a NPM status of pass,Count of adverts compliant with proposed healthy advertising policy restrictions,Count of adverts non-compliant with proposed healthy advertising policy restrictions
388,E01011688,Leeds 031B,Leeds 031B,238123.25573349997,3263.244909577588,19708,7,Leeds 031B,E08000035,Leeds,14.236,19708,7,0.117,14098,5,0.077,17042,6,4.092,28425,9,0.044,15329,5,0.531,8664,3,10.645,28003,9,10.895,23121,8,0.139,15077,5,0.17,12291,4,-0.703,26540,9,0.186,28332,9,-0.127,17911,6,-1.518,23493,8,-0.584,24974,8,0.117,13355,5,1624,386,1031,207,1021.5,28544,21580,26601,16313,15891,4620,19673,E,32843,18394,9,7,9,5,5,2,6,6,2.6482,2.7507,2.7507,2.23875,3.3736,0.462365985,1.345,1.8778,2.09195,1.56525,2.7507,16.8543,1.94428,13.5334775,17055,18839,23696,14382,6389,15976,16944,31520,34569,19181,31733,31205,33259,31482,40,45,56,34,15,38,40,75,82,45,76,75,79,75,-0.3210195911819532,-0.2678923285363327,0.512644893720453,0.7236896471626906,14713,13693,30137,33171,36,33,73,80,20.713643134289086,22725,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
389,E01011689,Leeds 031C,Leeds 031C,341408.5967585,3961.6554476207657,18687,6,Leeds 031C,E08000035,Leeds,15.244,18687,6,0.099,16463,6,0.076,17368,6,3.777,28792,9,0.355,10915,4,0.132,14621,5,5.332,31879,10,31.888,7782,3,0.072,23532,8,0.17,12298,4,-1.021,29544,9,0.21,26169,8,-0.956,29472,9,-1.394,22860,7,0.621,7687,3,0.509,8305,3,1523,251,865,407,873.75,28700,19298,18356,13685,14248,3980,18158,E,32843,12293,9,6,6,5,5,2,6,4,2.0757,2.1782,2.1782,0.995,2.57,0.43174082,0.985,1.497,0.985,0.985,2.1782,16.609935,1.9945705,13.44694,12218,14223,18313,3158,1490,21381,12246,31123,35302,18807,34922,36486,35902,35372,29,34,43,7,3,51,29,74,84,45,83,87,86,85,-0.869441357130874,-0.25616220780938337,0.5189235712882649,1.0592763020244258,6154,13959,30243,36829,15,34,73,89,22.217051121075837,25594,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390,E01011690,Leeds 109C,Leeds 109C,483079.2577784999,4727.898453073098,23176,8,Leeds 109C,E08000035,Leeds,11.139,23176,8,0.037,29440,9,0.03,30546,10,0.687,32356,10,-0.354,21510,7,0.392,10577,4,13.303,25047,8,51.586,1648,1,0.064,24887,8,0.046,29773,10,-1.331,31323,10,0.086,32419,10,-0.302,20938,7,-0.13,15867,5,1.253,2127,1,0.721,6314,2,1340,144,834,362,844.25,15142,20026,29847,20901,20061,3151,26899,E,32843,21579,5,7,10,7,7,1,9,7,3.4944,1.5131,2.6392,2.33,1.9645,0.477062464,0.9475,2.6392,3.888,0.7375,1.6276,16.136065000000002,1.98234225,13.765945,22845,8025,22778,15109,14834,13580,8422,30180,35153,20300,25774,38521,38333,35797,54,19,54,36,35,32,20,72,84,48,61,92,91,86,-0.2717210036034314,-0.6438756697040383,0.5209587149625039,1.0479971768060654,15654,6656,30282,36733,38,16,73,89,22.570645319314906,26203,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
391,E01011691,Leeds 031D,Leeds 031D,254692.665056,3384.137644130824,6782,3,Leeds 031D,E08000035,Leeds,32.732,6782,3,0.203,6466,2,0.155,6150,2,21.719,12730,4,0.894,5107,2,1.242,2017,1,12.763,25686,8,20.418,14962,5,0.216,9031,3,0.306,4457,2,0.57,7991,3,0.27,19462,6,-0.951,29429,9,0.716,11793,4,-0.185,19397,6,0.745,6105,2,1608,321,988,299,981.75,31951,24582,6523,5542,21583,3673,9682,E,32843,14737,10,8,2,2,7,2,3,5,1.0907,0.897,1.1932,0.8,2.3881,0.43795839,0.90075,0.84875,1.41865,0.91,1.1932,16.8543,1.94428,13.5334775,3214,2644,6545,1751,3269,20287,11150,31520,34569,19181,39878,37161,39929,36319,7,6,15,4,7,48,26,75,82,45,95,89,95,87,-1.4210419406765202,-0.3280330120303961,0.512644893720453,1.443666696235937,1746,12362,30137,39555,5,30,73,95,25.18014135215919,30266,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
392,E01011692,Leeds 109D,Leeds 109D,322739.5694345,4320.178692659021,22555,7,Leeds 109D,E08000035,Leeds,11.674,22555,7,0.049,26422,9,0.045,26267,8,0.321,32673,10,-0.45,22772,7,0.698,6531,2,9.659,28929,9,43.44,3312,2,0.048,27748,9,0.065,26269,8,-1.586,32202,10,0.077,32566,10,-0.389,22348,7,-0.972,20558,7,0.706,6722,3,1.384,2064,1,1382,177,921,284,932.0,28543,14113,29847,21181,19343,2575,25000,E,32843,23426,9,5,10,7,6,1,8,8,1.8866,1.5416,1.8211,1.7096,2.0353,0.517223597,1.23,1.5681,1.9714,1.3571,1.5416,16.05869,1.92940475,13.5066825,10541,8327,14197,9848,5795,8362,8859,29999,34307,19078,34312,33179,38667,32743,25,19,34,23,13,20,21,71,82,45,82,79,92,78,-0.7452493045210036,-0.8193955641902284,0.4651633690750907,0.9967909323643961,7739,4406,29367,36245,19,11,71,87,19.81383348980961,20812,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
393,E01011693,Leeds 109E,Leeds 109E,184461.61541849998,2237.9412931781526,18432,6,Leeds 109E,E08000035,Leeds,15.511,18432,6,0.065,22513,7,0.05,24768,8,6.63,25451,8,0.021,15678,5,0.444,9852,3,3.575,32485,10,55.648,1106,1,0.142,14771,5,0.152,13925,5,-0.172,18945,6,0.12,31678,10,-1.114,30577,10,-1.978,25738,8,1.157,2722,1,1.358,2183,1,1580,131,1269,180,1272.0,30160,20693,29847,16544,23528,2829,12804,E,32843,22059,10,7,10,6,8,1,4,7,0.785,0.6664,0.6664,0.785,1.5629,0.330567479,0.615,0.5638,1.2338,0.8136,0.6664,16.609935,1.9945705,13.44694,1176,1173,1321,1644,2418,34788,5942,31123,35302,18807,41182,37934,41360,39077,2,2,3,3,5,83,14,74,84,45,98,91,99,93,-1.8010587889004435,-0.050486488167012955,0.5189235712882649,1.8636691784787829,545,18791,30243,40993,2,46,73,99,30.777201615214253,35659,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
394,E01011694,Leeds 109F,Leeds 109F,290164.782967,3097.752675810678,25853,8,Leeds 109F,E08000035,Leeds,8.949,25853,8,0.048,26673,9,0.028,31020,10,3.085,29634,10,-0.606,24783,8,0.316,11703,4,12.111,26444,9,37.451,5192,2,0.039,29271,9,0.093,21152,7,-0.641,25792,8,0.113,31860,10,-0.159,18531,6,-0.867,19942,7,0.729,6482,2,0.83,5401,2,1724,248,1261,215,1267.75,20093,14107,29847,21646,19127,2306,16051,E,32843,16008,7,5,10,7,6,1,5,5,2.6327,0.6514,1.663,1.488,2.6314,0.452147275,0.8617,1.663,3.498,0.5447,0.7833,16.64323,2.069193,13.79252,16947,1092,12288,7729,13114,17736,12621,31174,36310,20426,33508,39799,41117,36723,40,2,29,18,31,42,30,74,87,48,80,95,98,88,-0.8196079801224394,-0.3532370400939827,0.5886129964254988,1.4720769913917815,6790,11827,31354,39699,17,29,76,96,26.76254649222946,32090,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
395,E01011695,Leeds 019D,Leeds 019D,373171.867996,2851.1514463882595,3083,1,Leeds 019D,E08000035,Leeds,44.85,3083,1,0.251,3968,2,0.227,1991,1,35.766,6523,2,1.447,1672,1,1.063,3054,1,12.301,26220,8,24.358,12190,4,0.208,9507,3,0.324,3785,2,0.713,6349,2,0.399,6855,3,-0.91,29060,9,0.569,12453,4,0.492,9308,3,-0.03,15775,5,1595,361,928,306,921.25,10160,12904,8458,4435,19421,8446,4153,E,32843,967,4,4,3,2,6,3,2,1,1.195,0.83125,1.195,1.195,8.6274,0.576219261,1.01,9.9505,1.01,5.14025,9.1764,13.966695,1.70377275,12.76141,4083,2163,6564,4913,1575,4431,36382,25011,30090,15831,7727,10730,14077,35105,9,5,15,11,3,10,87,59,72,37,18,25,33,84,-1.3782347424020245,-0.055975808389777115,0.17684983316409267,-0.24206707724673066,1953,18664,23907,15692,5,45,58,38,11.081617695851707,2624,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
396,E01011696,Leeds 006B,Leeds 006B,7000502.905559,17305.930558517124,30616,10,Leeds 006B,E08000035,Leeds,4.885,30616,10,0.031,30557,10,0.039,28196,9,3.749,28823,9,-0.772,26715,9,-0.528,24165,8,19.099,17741,6,11.141,22839,7,0.034,30099,10,0.035,31381,10,-0.856,28153,9,0.195,27532,9,0.655,6277,2,-3.657,30937,10,-0.211,19780,7,-0.318,20664,7,1471,257,649,565,669.0,7482,8437,14327,29538,7070,12637,28609,E,32843,18299,3,3,5,9,3,4,9,6,2.5595,9.65595,2.142,2.5595,6.1968,0.570668966,9.79035,9.77595,10.95915,8.70115,9.96485,8.71497675,0.9410037125,12.956029375,16345,36442,17915,16826,31100,4702,30090,10316,10254,16703,7839,6014,13006,7037,39,87,42,40,74,11,72,24,24,40,18,14,31,16,0.22072765165173136,-0.31322141743526505,-0.5413410710194225,-0.8496667094164277,25968,12678,10829,7091,63,31,26,17,10.28446304863398,1793,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,E01011697,Leeds 002A,Leeds 002A,13595863.5972315,19824.948803224725,15238,5,Leeds 002A,E08000035,Leeds,19.005,15238,5,0.08,19469,6,0.079,16492,6,19.709,13934,5,0.491,9205,3,-0.199,19593,6,32.192,5533,2,20.18,15146,5,0.099,19518,6,0.072,24789,8,-0.726,26839,9,0.399,6886,3,1.132,2776,1,-0.977,20590,7,0.461,9713,3,-0.631,25327,8,1542,280,829,433,875.75,2074,3780,13349,20679,4401,3742,16391,E,32843,1737,1,2,5,7,2,2,5,1,4.9745,4.9495,11.2226,6.15725,8.4795,0.533538222,17.73285,21.48000746,22.66320746,21.36000746,21.66890746,9.97709174074074,0.933593611111111,14.221543333333331,29488,29882,38580,30205,36918,6940,36127,14063,10024,22540,3445,1924,5381,3661,70,71,92,72,88,16,86,33,24,54,8,4,12,8,0.8688152011456676,0.06879395427045609,-0.34184468825009634,-1.3896148101223773,35642,21915,14012,2945,86,53,34,8,17.580479145257836,15758,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398,E01011698,Leeds 001A,Leeds 001A,334012.11898249993,3790.0610661696987,27923,9,Leeds 001A,E08000035,Leeds,7.313,27923,9,0.049,26410,9,0.052,24209,8,7.942,24021,8,-0.481,23153,8,-0.439,22956,7,16.073,21572,7,13.474,20612,7,0.056,26343,9,0.064,26378,9,-0.542,24501,8,0.249,21833,7,0.36,9870,4,-2.069,26142,8,-0.01,16625,6,-0.363,21418,7,1483,275,750,458,759.75,25106,15386,12493,24689,27880,11657,25181,E,32843,22245,8,5,4,8,9,4,8,7,4.1534,1.9341,3.8443,2.3566,3.8556,0.463157475,3.9228,4.1772,4.0991,3.6804,4.1981,9.761773,0.986753,13.402516666666664,26256,11943,30490,15320,15760,15820,19612,13416,11649,18628,17241,15989,26789,15264,62,28,73,36,37,37,46,32,27,44,41,38,64,36,-0.05423140617483746,-0.19159051244867295,-0.3945647806660754,-0.12400062807329065,20108,15372,13142,17980,49,37,32,44,11.636541273959889,3311,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
399,E01011699,Leeds 001B,Leeds 001B,332296.967246,4510.315148485104,31119,10,Leeds 001B,E08000035,Leeds,4.385,31119,10,0.027,31368,10,0.032,30259,10,4.643,27739,9,-0.337,21228,7,-1.297,30972,10,19.03,17830,6,7.936,26248,8,0.025,31447,10,0.037,31196,10,-0.687,26358,9,0.199,27174,9,0.573,7123,3,-2.438,27592,9,-0.422,22850,7,-0.516,23717,8,1320,203,655,462,652.75,16577,7882,14327,31112,10895,11952,31923,E,32843,27378,6,3,5,10,4,4,10,9,4.88175,2.66245,4.57265,3.08495,4.58395,0.453657002,4.65115,4.90555,4.82745,4.40875,4.92645,9.761773,0.986753,14.05288,29177,18162,33145,20260,18612,17465,23397,13416,11649,21656,14679,12910,24072,13046,69,43,79,48,44,41,56,32,27,51,35,31,57,31,0.20164897311112712,-0.02649491832893995,-0.3337932994242248,-0.2932014440785194,25591,19400,14169,14804,62,47,34,36,13.702866787629631,6791,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400,E01011700,Leeds 002B,Leeds 002B,977699.1781100001,5772.5308294866945,21379,7,Leeds 002B,E08000035,Leeds,12.705,21379,7,0.05,26053,8,0.067,19519,6,5.346,26907,9,0.677,7092,3,0.058,15770,5,18.023,19101,6,13.348,20726,7,0.035,29885,10,0.069,25456,8,-0.847,28064,9,0.23,23981,8,0.222,11934,4,-0.572,18253,6,0.041,15790,5,-0.546,24126,8,1101,161,498,442,524.25,28583,5256,12493,24029,27826,10935,28635,E,32843,24392,9,2,4,8,9,4,9,8,2.6315,1.7413,3.2177,1.4045,3.229,0.394818634,2.963,3.5506,3.7583,2.784,3.5715,12.0035312,1.03999108,14.610692,16937,10187,27126,6920,14258,27612,16129,19764,13468,24558,20179,21106,29524,19306,40,24,65,16,34,66,38,47,32,58,48,50,70,46,-0.3849253428618843,0.0643156786309455,-0.10085190234716467,0.10639624126874567,13468,21797,18476,22575,33,53,45,55,14.067281313571339,7587,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401,E01011701,Leeds 001C,Leeds 001C,399628.1778995,6211.299702873739,30434,10,Leeds 001C,E08000035,Leeds,5.085,30434,10,0.037,29310,9,0.038,28424,9,2.995,29745,10,-0.673,25617,8,-0.078,17816,6,14.864,23217,8,10.339,23714,8,0.068,24282,8,0.039,30937,10,-0.956,29009,9,0.183,28558,9,0.339,10200,4,-2.603,28172,9,-0.517,24110,8,-0.009,15454,5,1239,195,658,386,662.0,27505,6548,14327,26839,28815,11438,29377,E,32843,26792,9,2,5,9,9,4,9,9,2.5357,2.49205,2.5357,2.9058,2.6432,0.466131121,2.9863,3.5239,2.5357,2.9863,2.9863,9.761773,0.986753,13.077335,16148,16853,21835,19173,8554,15338,12708,13416,11649,17219,20316,19780,32129,19154,38,40,52,45,20,36,30,32,27,41,48,47,77,46,-0.2796226810443881,-0.42489024853518403,-0.42323526283399876,0.13436454668354814,15501,10399,12682,23111,38,25,31,56,10.849545534494084,2355,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402,E01011702,Leeds 001D,Leeds 001D,1899477.6241455,10152.850906557367,32193,10,Leeds 001D,E08000035,Leeds,3.078,32193,10,0.016,32526,10,0.023,31865,10,0.912,32119,10,-0.588,24558,8,-1.068,29603,10,20.725,15808,5,3.861,30427,10,0.014,32388,10,0.02,32662,10,-1.476,31887,10,0.136,31218,10,0.721,5631,2,-3.096,29705,10,-1.058,29457,9,-0.571,24499,8,1241,213,583,445,598.25,23936,4095,14327,32368,27474,11839,25251,E,32843,28504,8,2,5,10,9,4,8,9,3.145,4.4482,3.145,4.52845,3.4475,0.542995602,3.7906,4.3282,3.145,3.7906,3.7906,8.771007888888889,0.9229269444444445,12.793103333333333,20652,28166,26652,26490,11409,6248,17327,10494,9717,15964,16638,15457,28493,15711,49,67,63,63,27,14,41,25,23,38,39,37,68,37,0.10756165341173149,-0.6259013153316443,-0.5660549115528469,-0.10666755287745137,23620,6929,10455,18385,57,17,26,45,10.648302316488845,2138,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
403,E01011703,Leeds 001E,Leeds 001E,414060.59966,3051.1277802031245,30700,10,Leeds 001E,E08000035,Leeds,4.805,30700,10,0.009,32803,10,0.018,32412,10,0.621,32422,10,-0.391,22008,7,-2.455,32811,10,30.297,6759,3,4.267000000000001,30045,10,0.017,32149,10,0.013,32814,10,-2.122,32780,10,0.138,31157,10,1.265,2197,1,-3.133,29819,10,-1.113,29812,10,-0.442,22660,7,1235,154,507,574,516.5,6635,2964,14327,32768,26177,12183,23006,E,32843,26845,3,1,5,10,8,4,8,9,3.6577,4.9609,3.6577,5.4925,3.9602,0.534277141,4.3033,4.8409,3.6577,4.3033,4.3033,8.6011945,0.9116553,12.74955,23789,29920,29640,28968,13812,6887,20154,9982,9424,15776,14865,13280,26355,14041,57,71,71,69,33,16,48,23,22,37,35,31,63,33,0.27504892602818176,-0.5083593966465144,-0.5907210039391934,-0.23184169162387358,27070,8912,10078,15892,65,22,25,39,11.51759604746197,3142,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
404,E01011704,Leeds 002C,Leeds 002C,6593193.77463,22371.55801453666,18917,6,Leeds 002C,E08000035,Leeds,14.996,18917,6,0.078,19839,7,0.082,15899,5,8.242000000000004,23695,8,0.316,11407,4,0.514,8886,3,9.765,28817,9,19.345,15774,5,0.046,28026,9,0.116,17853,6,-0.538,24448,8,0.253,21306,7,-0.732,27205,9,-0.283,16710,6,0.126,14497,5,0.153,12832,4,1888,205,901,782,915.5,32040,16375,7315,15936,30918,10746,21796,E,32843,25594,10,5,3,5,10,4,7,8,1.4766,0.7925,1.3225,1.8608,0.9283,0.350669563,0.8161,1.5948,1.669,0.7531,1.5213,10.871216789473683,0.9590018263157896,14.21208842105263,6610,1916,8056,11187,4389,33134,2331,16611,10786,22481,34087,38403,38746,37171,15,4,19,26,10,79,5,39,25,53,81,92,92,89,-1.0850134930100164,-0.3850881306971092,-0.269746646554378,1.2514322382707754,3970,11188,15316,38358,10,27,37,92,18.598701120149506,18114,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
405,E01011705,Leeds 002D,Leeds 002D,372438.8502135,3063.320308552222,10737,4,Leeds 002D,E08000035,Leeds,25.043,10737,4,0.131,12371,4,0.104,11872,4,49.893,3266,1,0.538,8644,3,0.046,15951,5,11.011,27622,9,25.6,11410,4,0.131,15943,5,0.187,10948,4,1.211,2304,1,0.433,4859,2,-0.763,27565,9,0.087,14752,5,0.467,9648,3,0.179,12438,4,1411,273,726,412,721.25,22727,7796,4045,10742,29979,10169,13827,E,32843,9851,7,3,2,4,10,4,5,3,1.623,1.90805,2.35735,0.47875,2.02575,0.500287711,1.9545,2.38785,3.1693,1.86375,2.40875,11.93827075,0.9725088,13.531975,8035,11698,20162,353,11522,10255,8803,19579,11217,19176,27645,28506,34852,25828,19,28,48,0,27,24,21,46,26,45,66,68,83,62,-0.8952307263153637,-0.7455520940504199,-0.2651408118465739,0.5432985618855186,5863,5237,15402,30536,15,13,37,74,11.591042698575933,3242,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406,E01011706,Leeds 006C,Leeds 006C,4044061.8819125,12855.507098851072,32664,10,Leeds 006C,E08000035,Leeds,2.022,32664,10,0.021,32136,10,0.015,32596,10,0.86,32171,10,-1.081,29447,9,-0.977,28896,9,15.317,22606,7,7.301,26950,9,0.031,30512,10,0.025,32364,10,-1.6,32230,10,0.141,31028,10,0.382,9541,3,-2.809,28884,9,-0.547,24488,8,-0.429,22466,7,1464,281,734,449,761.0,7628,5416,14327,32156,7692,12742,21393,E,32843,19464,3,2,5,10,3,4,7,6,2.5133,9.32175,2.03815,2.5133,5.36,0.533163965,9.1435,9.28675,9.9824,9.0511,9.2903,8.27694109090909,0.9111601727272728,12.68374181818182,15949,36231,16761,16488,30037,6977,26884,9049,9410,15480,8178,5796,13908,7451,38,86,40,39,71,16,64,21,22,37,19,13,33,17,0.1770982508315186,-0.29776474185250656,-0.6220071652108597,-0.8233141440202422,25081,13033,9675,7381,61,32,24,18,9.889668206468283,1470,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
407,E01011707,Leeds 005A,Leeds 005A,2402799.225553,11282.788798803593,22901,7,Leeds 005A,E08000035,Leeds,11.362,22901,7,0.073,20880,7,0.066,19977,7,8.792,23085,8,-0.243,19777,7,-0.396,22400,7,23.214,12972,4,15.193,19030,6,0.094,20166,7,0.081,23202,8,-0.493,23823,8,0.258,20824,7,0.767,5209,2,-1.958,25655,8,-0.187,19417,6,0.177,12462,4,1329,243,589,497,599.5,2624,4594,7315,20598,5305,7462,21291,E,32843,2820,1,2,3,7,2,3,7,1,4.4275,4.0671,4.0671,2.7784,2.8259,0.472647488,9.019407463,9.005007463,10.18820746,8.885007463,9.193907463,11.11145677777778,0.9458985666666666,14.998445555555556,27467,26603,31438,18343,30269,14262,13766,17253,10373,26602,8374,5892,14050,7531,65,63,75,43,72,34,32,41,24,63,20,14,33,18,0.3782574162794795,-0.4239501658804009,-0.18198875228758501,-0.8123497597743812,29065,10418,16920,7501,70,25,41,18,12.377675040769812,4396,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
408,E01011708,Leeds 006D,Leeds 006D,5614800.8973295,14687.975268035036,27045,9,Leeds 006D,E08000035,Leeds,8.022,27045,9,0.044,27532,9,0.04,27785,9,2.742,30043,10,-0.449,22752,7,-0.741,26695,9,28.995,7657,3,18.033,16786,6,0.061,25388,8,0.061,26889,9,-1.3,31178,10,0.2,27169,9,1.146,2707,1,-2.528,27936,9,0.198,13323,5,-0.168,18109,6,1548,265,837,446,818.25,1028,5277,14327,27651,3938,16629,24333,E,32843,11363,1,2,5,9,2,6,8,4,10.2442,11.6412,9.7467,10.2442,3.7003,0.563602567,17.5848,17.7379,18.9211,13.1823,17.9268,8.404359,0.93520968125,12.054483125,37073,37436,38101,34548,35702,5044,18769,9410,10077,12978,4402,3836,6829,3712,88,89,91,82,85,12,44,22,24,31,10,9,16,8,1.1699196783984207,-0.648461093594102,-0.649459747449259,-1.2267252454185575,37892,6588,9313,3974,91,16,23,10,16.003690673556466,12014,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409,E01011709,Leeds 005B,Leeds 005B,1135873.090305,7974.89314342196,30721,10,Leeds 005B,E08000035,Leeds,4.787,30721,10,0.049,26471,9,0.036,29058,9,1.519,31427,10,-0.541,23944,8,-0.662,25778,8,9.186,29349,9,15.958,18459,6,0.05,27340,9,0.069,25447,8,-1.459,31830,10,0.168,29646,10,-0.163,18602,6,-1.979,25742,8,0.136,14350,5,-0.316,20611,7,1697,348,792,557,793.0,2410,7998,14327,26947,9497,6289,28921,E,32843,13736,1,3,5,9,3,2,9,5,2.94225,2.8024,2.8024,2.91105,2.4353,0.519393921,10.58565746,10.57125746,11.75445746,10.45125746,10.76015746,12.837958333333331,0.9856275833333332,15.273828333333334,19229,19239,24104,19205,31850,8162,11443,22037,11615,27935,7313,4978,11970,6546,46,46,57,46,76,19,27,52,27,66,17,11,28,15,0.12329016631659355,-0.7288166566494514,-0.026338446847633146,-0.9205885851971327,23967,5444,19927,6361,58,14,48,16,10.207352512981867,1707,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
