,Rinitials,Cinitials,Codedate,LSOA,IMGid,IMGdate,ADid,ASSETid,Long,Lat,ADtype,ADsize,ADprodtype,ADprod,ADbrand,Brandad,Admanagement,Price£,Pricesourcelink,Unit,Portion,Totalwt,Wtsource,Nutritionsource,Nutsourcelink,Fatdensity,Satfatdensity,Sugardensity,Sodiumdensity,Ekcaldensity,Fibredensity,Proteindensity,FVN,NPMscore,NPMstatus,ADcompliance,...1,Latitude,Longitude,file_path,LSOA_naming,lsoa_code,IMD_Q,LSOA_name
435,VJ,VJ,25/05/2023,E01011372,20230525_100006,25/05/2023,HR_SSBY_01_02,HR_SSBY_01,NA,NA,13,2,1,Champion Chicken Lost the Pot Noodle,Pot Noodle,0,NA,0.9,https://groceries.asda.com/product/packet-noodles/pot-noodle-champion-chicken-lost-the-pot-noodle/1000377031789?source=2834&promotype=Comparison+Shopping+Service+(CSS)&cmpid=afc-_-ghs-_-awin-_-176013-_+-generic&cm_mmc=ghs-aff-_-awin-_-RedBrain-_-176013&awin_aff=176013_RedBrain_RedBrain+Ltd_Comparison+Shopping+Service+(CSS)&utm_campaign=Asda_Grocery&utm_medium=affiliates&utm_source=176013&utm_content=acq,g,85,385,https://groceries.asda.com/product/packet-noodles/pot-noodle-champion-chicken-lost-the-pot-noodle/1000377031789?source=2834&promotype=Comparison+Shopping+Service+(CSS)&cmpid=afc-_-ghs-_-awin-_-176013-_+-generic&cm_mmc=ghs-aff-_-awin-_-RedBrain-_-176013&awin_aff=176013_RedBrain_RedBrain+Ltd_Comparison+Shopping+Service+(CSS)&utm_campaign=Asda_Grocery&utm_medium=affiliates&utm_source=176013&utm_content=acq,3,https://groceries.asda.com/product/packet-noodles/pot-noodle-champion-chicken-lost-the-pot-noodle/1000377031789?source=2834&promotype=Comparison+Shopping+Service+(CSS)&cmpid=afc-_-ghs-_-awin-_-176013-_+-generic&cm_mmc=ghs-aff-_-awin-_-RedBrain-_-176013&awin_aff=176013_RedBrain_RedBrain+Ltd_Comparison+Shopping+Service+(CSS)&utm_campaign=Asda_Grocery&utm_medium=affiliates&utm_source=176013&utm_content=acq,5.1,0.4,0.9,224,121,0.6,2.7,0,1,0,0,0,53.777697,-1.544937,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011372_Q1_StratfordStBeverleys\IMG_5411.JPG,E01011372_Q1_StratfordStBeverleys,E01011372,Q1,StratfordStBeverleys
436,VJ,VJ,25/05/2023,E01011372,20230525_100023,25/05/2023,HR_SSBY_01_03,HR_SSBY_01,NA,NA,13,2,5,Samsung Galaxy S23,Vodafone,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,53.777697,-1.544937,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011372_Q1_StratfordStBeverleys\IMG_5411.JPG,E01011372_Q1_StratfordStBeverleys,E01011372,Q1,StratfordStBeverleys
437,VJ,VJ,25/05/2023,E01011372,20230525_100044,25/05/2023,HR_SSBY_01_04,HR_SSBY_01,NA,NA,13,2,5,e-on,e-on,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,53.777697,-1.544937,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011372_Q1_StratfordStBeverleys\IMG_5411.JPG,E01011372_Q1_StratfordStBeverleys,E01011372,Q1,StratfordStBeverleys
438,VJ,VJ,25/05/2023,E01011372,20230525_100637,25/05/2023,HR_SSBY_02_01,HR_SSBY_02,NA,NA,8,3,5,Leeds City Park and Ride,Park and Ride,1,Global,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,53.77597993,-1.544899474,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011372_Q1_StratfordStBeverleys\IMG_5411.JPG,E01011372_Q1_StratfordStBeverleys,E01011372,Q1,StratfordStBeverleys
439,VJ,VJ,25/05/2023,E01011372,20230525_100414,25/05/2023,HR_SSBY_03_01,HR_SSBY_03,NA,NA,13,2,5,TalkTalk full fibre broadband,TalkTalk,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,53.77616121,-1.545188543,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011372_Q1_StratfordStBeverleys\IMG_5411.JPG,E01011372_Q1_StratfordStBeverleys,E01011372,Q1,StratfordStBeverleys
440,VJ,VJ,25/05/2023,E01011372,20230525_100432,25/05/2023,HR_SSBY_03_01,HR_SSBY_03,NA,NA,13,2,5,Hallel Celebration,The Heart of Worship,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,53.77616121,-1.545188543,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011372_Q1_StratfordStBeverleys\IMG_5411.JPG,E01011372_Q1_StratfordStBeverleys,E01011372,Q1,StratfordStBeverleys
441,IW,IW,25/05/2023,E01011372,IMG_5411,25/05/2023,HR_SSBY_04_01,HR_SSBY_04,NA,NA,8,3,5,Ludovico Einaudi concert,First Direct Arena,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,53.77765,-1.544575,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011372_Q1_StratfordStBeverleys\IMG_5411.JPG,E01011372_Q1_StratfordStBeverleys,E01011372,Q1,StratfordStBeverleys
442,IW,IW,25/05/2023,E01011372,IMG_5412,25/05/2023,HR_SSBY_05_01,HR_SSBY_05,NA,NA,6,2,5,MacMillan Cancer Support,MacMillan Cancer Support,1,Global,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,53.77779444,-1.544675,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011372_Q1_StratfordStBeverleys\IMG_5412.JPG,E01011372_Q1_StratfordStBeverleys,E01011372,Q1,StratfordStBeverleys
443,IW,IW,25/05/2023,E01011372,IMG_5413,25/05/2023,HR_SSBY_06_01,HR_SSBY_06,NA,NA,6,2,2,"Oat-ly Oat Milk, light",Oat-ly,0,Global,2,https://www.tesco.com/groceries/en-GB/products/314099903,ml,NA,1000,https://www.tesco.com/groceries/en-GB/products/314099903,3,https://www.tesco.com/groceries/en-GB/products/314099903,0.5,0.1,3.2,40,37,0.8,1,0,0,0,0,0,53.77784444,-1.544661111,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011372_Q1_StratfordStBeverleys\IMG_5413.JPG,E01011372_Q1_StratfordStBeverleys,E01011372,Q1,StratfordStBeverleys
444,IW,IW,25/05/2023,E01011372,IMG_5413,25/05/2023,HR_SSBY_06_01,HR_SSBY_06,NA,NA,6,2,2,"Oat-ly Oat Milk, semi",Oat-ly,0,Global,2,https://www.tesco.com/groceries/en-GB/products/314325775,ml,NA,1000,https://www.tesco.com/groceries/en-GB/products/314325775,3,https://www.tesco.com/groceries/en-GB/products/314325775,1.5,0.2,3.4,40,48,0.8,1.1,0,0,0,0,0,53.77784444,-1.544661111,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011372_Q1_StratfordStBeverleys\IMG_5413.JPG,E01011372_Q1_StratfordStBeverleys,E01011372,Q1,StratfordStBeverleys
445,IW,IW,25/05/2023,E01011372,IMG_5413,25/05/2023,HR_SSBY_06_01,HR_SSBY_06,NA,NA,6,2,2,"Oat-ly Oat Milk, whole",Oat-ly,0,Global,2.1,https://www.tesco.com/groceries/en-GB/products/302330090,ml,NA,1000,https://www.tesco.com/groceries/en-GB/products/302330090,3,https://www.tesco.com/groceries/en-GB/products/302330090,2.8,0.3,3.4,40,60,0.8,1.1,0,0,0,0,0,53.77784444,-1.544661111,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011372_Q1_StratfordStBeverleys\IMG_5413.JPG,E01011372_Q1_StratfordStBeverleys,E01011372,Q1,StratfordStBeverleys
446,IW,IW,25/05/2023,E01011372,IMG_5414,25/05/2023,HR_SSBY_07_01,HR_SSBY_07,NA,NA,13,2,5,The Light Leeds,The Light,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,53.77788889,-1.544744444,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011372_Q1_StratfordStBeverleys\IMG_5414.JPG,E01011372_Q1_StratfordStBeverleys,E01011372,Q1,StratfordStBeverleys
447,IW,IW,25/05/2023,E01011372,IMG_5415,25/05/2023,HR_SSBY_08_01,HR_SSBY_08,NA,NA,13,2,5,Western Union App,Western Union,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,53.77790556,-1.544725,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011372_Q1_StratfordStBeverleys\IMG_5415.JPG,E01011372_Q1_StratfordStBeverleys,E01011372,Q1,StratfordStBeverleys
448,IW,IW,25/05/2023,E01011372,IMG_5416,25/05/2023,HR_SSBY_09_01,HR_SSBY_09,NA,NA,1,2,5,Air wick aerosol-free auto-spray,Air Wick,0,Clear Channel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,53.77723333,-1.544747222,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011372_Q1_StratfordStBeverleys\IMG_5416.JPG,E01011372_Q1_StratfordStBeverleys,E01011372,Q1,StratfordStBeverleys
449,IW,IW,25/05/2023,E01011372,IMG_5417,25/05/2023,HR_SSBY_10_01,HR_SSBY_10,NA,NA,1,2,5,Three+ rewards app,Three,0,Clear Channel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,53.77720556,-1.544755556,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011372_Q1_StratfordStBeverleys\IMG_5417.JPG,E01011372_Q1_StratfordStBeverleys,E01011372,Q1,StratfordStBeverleys
450,IW,IW,25/05/2023,E01011372,IMG_5418,25/05/2023,HR_SSBY_11_01,HR_SSBY_11,NA,NA,4,3,5,Broadband,EE,0,Global,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,53.77634167,-1.544747222,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011372_Q1_StratfordStBeverleys\IMG_5418.JPG,E01011372_Q1_StratfordStBeverleys,E01011372,Q1,StratfordStBeverleys
451,IW,IW,25/05/2023,E01011372,IMG_5419,25/05/2023,HR_SSBY_11_02,HR_SSBY_11,NA,NA,4,3,5,Nationwide fairer share,Nationwide,0,Global,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,53.77638611,-1.544691667,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011372_Q1_StratfordStBeverleys\IMG_5419.JPG,E01011372_Q1_StratfordStBeverleys,E01011372,Q1,StratfordStBeverleys
452,IW,IW,25/05/2023,E01011372,IMG_5420,25/05/2023,HR_SSBY_11_03,HR_SSBY_11,NA,NA,4,3,1,Greggs sausage and omelette breakfast baugette,Greggs,0,Global,2.6,https://thefoodxp.com/greggs-menu-prices/,g,241,241,https://www.greggs.co.uk/menu/product/sausage-and-omelette-breakfast-baguette-1000727,1,https://www.greggs.co.uk/menu/product/sausage-and-omelette-breakfast-baguette-1000727,9.2,3.2,2,440,238,0,11,0,4,1,1,0,53.77636389,-1.544647222,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011372_Q1_StratfordStBeverleys\IMG_5420.JPG,E01011372_Q1_StratfordStBeverleys,E01011372,Q1,StratfordStBeverleys
453,IW,IW,25/05/2023,E01011372,IMG_5421,25/05/2023,HR_SSBY_11_04,HR_SSBY_11,NA,NA,4,3,5,Nationwide fairer share,Nationwide,0,Global,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,53.77637778,-1.544658333,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011372_Q1_StratfordStBeverleys\IMG_5421.JPG,E01011372_Q1_StratfordStBeverleys,E01011372,Q1,StratfordStBeverleys
454,VJ,VJ,25/05/2023,E01011625,20230525_114154,25/05/2023,BR_SHCG_01_01,BR_SHCG_01,NA,NA,12,1,5,Decorative panels,Lawcris,1,Leeds City Council,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,53.7894332,-1.5108615,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011625_Q1_StHildasCopperfieldsGartons\20230525_114154.jpg,E01011625_Q1_StHildasCopperfieldsGartons,E01011625,Q1,StHildasCopperfieldsGartons
455,VJ,VJ,25/05/2023,E01011625,20230525_121206,25/05/2023,BR_SHCG_02_01,BR_SHCG_02,NA,NA,12,1,5,Decorative panels,Lawcris,1,Leeds City Council,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,53.7885696,-1.5106937,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011625_Q1_StHildasCopperfieldsGartons\20230525_121206.jpg,E01011625_Q1_StHildasCopperfieldsGartons,E01011625,Q1,StHildasCopperfieldsGartons
456,IW,IW,26/05/2023,E01011625,IMG_E5422,25/05/2023,BR_SHCG_03_01,BR_SHCG_03,NA,NA,2,1,5,Mcard Mobile Bus App,Mcard Mobile Bus App,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,53.79361389,-1.510891667,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011625_Q1_StHildasCopperfieldsGartons\IMG_E5422.JPG,E01011625_Q1_StHildasCopperfieldsGartons,E01011625,Q1,StHildasCopperfieldsGartons
457,IW,IW,26/05/2023,E01011625,IMG_5423,25/05/2023,BR_SHCG_04_01,BR_SHCG_04,NA,NA,1,2,1,Cadbury mint flavour twirl,Cadbury,0,Clear Channel,0.75,https://www.sainsburys.co.uk/gol-ui/product/vegetarian-food/cadbury-mint-flavour-twirl-limited-edition-43g,g,43,43,https://www.sainsburys.co.uk/gol-ui/product/vegetarian-food/cadbury-mint-flavour-twirl-limited-edition-43g,3,https://www.sainsburys.co.uk/gol-ui/product/vegetarian-food/cadbury-mint-flavour-twirl-limited-edition-43g,29,17,58,100,530,2.3,6.9,0,25,1,1,0,53.79013889,-1.513386111,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011625_Q1_StHildasCopperfieldsGartons\IMG_5423.JPG,E01011625_Q1_StHildasCopperfieldsGartons,E01011625,Q1,StHildasCopperfieldsGartons
458,IW,IW,26/05/2023,E01011625,IMG_5424,25/05/2023,BR_SHCG_05_01,BR_SHCG_05,NA,NA,1,2,1,Cheesy Bacon Flatbread,McDonald's,0,Clear Channel,1.49,https://menuprice.co/uk/mcdonalds-breakfast/rolls-flatbread-menu?utm_content=cmp-true,g,115,115,"FPS book, (2 x rasher streaky bacon) + (2 x cheese slices) + flatbread (Tescos)",3 & 4,https://www.tesco.com/groceries/en-GB/products/291376220 and CoFID (19-018 and 12-527),18.75,8.57,2.61,1033,312.7,1.3,17.51,0,20,1,1,0,53.79040833,-1.512552778,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011625_Q1_StHildasCopperfieldsGartons\IMG_5424.JPG,E01011625_Q1_StHildasCopperfieldsGartons,E01011625,Q1,StHildasCopperfieldsGartons
459,IW,IW,26/05/2023,E01011625,IMG_5425,25/05/2023,BR_SHCG_06_01,BR_SHCG_06,NA,NA,12,1,5,Decorative panels,Lawcris,1,Leeds City Council,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,53.78934444,-1.510736111,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011625_Q1_StHildasCopperfieldsGartons\IMG_5425.JPG,E01011625_Q1_StHildasCopperfieldsGartons,E01011625,Q1,StHildasCopperfieldsGartons
460,IW,IW,26/05/2023,E01011625,IMG_5427,25/05/2023,BR_SHCG_07_01,BR_SHCG_07,NA,NA,12,1,5,Decorative panels,Lawcris,1,Leeds City Council,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,53.78848611,-1.510758333,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011625_Q1_StHildasCopperfieldsGartons\IMG_5427.JPG,E01011625_Q1_StHildasCopperfieldsGartons,E01011625,Q1,StHildasCopperfieldsGartons
461,IW,IW,26/05/2023,E01011625,IMG_5429,25/05/2023,BR_SHCG_08_01,BR_SHCG_08,NA,NA,12,1,5,Decorative panels,Lawcris,1,Leeds City Council,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,53.78877222,-1.511538889,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011625_Q1_StHildasCopperfieldsGartons\IMG_5429.JPG,E01011625_Q1_StHildasCopperfieldsGartons,E01011625,Q1,StHildasCopperfieldsGartons
462,IW,IW,26/05/2023,E01011477,IMG_5305,24/05/2023,KL_ECBS_01_01,KL_ECBS_01,NA,NA,1,2,1,Stonebaked thin margarita,Goodfella's,0,Clear Channel,2.49,https://www.tesco.com/groceries/en-GB/products/266459126?sc_cmp=ppc*GHS+-+Grocery+-+New*MPX_PMAX_All_OT_Top+Offers_Online+Budget_1009392**266459126*&gbraid=0AAAAADiyNavC8LMv_NiBlQYuFIvzrobjA&gclid=EAIaIQobChMI9dji9M6z_wIVqujtCh0jgAqgEAQYASABEgKE6_D_BwE&gclsrc=aw.ds&preservedReferrer=https://www.tesco.com/groceries/en-GB/products/266459126?sc_cmp=ppc*GHS+-+Grocery+-+New*MPX_PMAX_All_OT_Top+Offers_Online+Budget_1009392**266459126*&gbraid=0AAAAADiyNavC8LMv_NiBlQYuFIvzrobjA&gclid=EAIaIQobChMI9dji9M6z_wIVqujtCh0jgAqgEAQYASABEgKE6_D_BwE&gclsrc=aw.ds,g,172.5,345,https://www.tesco.com/groceries/en-GB/products/266459126?sc_cmp=ppc*GHS+-+Grocery+-+New*MPX_PMAX_All_OT_Top+Offers_Online+Budget_1009392**266459126*&gbraid=0AAAAADiyNavC8LMv_NiBlQYuFIvzrobjA&gclid=EAIaIQobChMI9dji9M6z_wIVqujtCh0jgAqgEAQYASABEgKE6_D_BwE&gclsrc=aw.ds&preservedReferrer=https://www.tesco.com/groceries/en-GB/products/266459126?sc_cmp=ppc*GHS+-+Grocery+-+New*MPX_PMAX_All_OT_Top+Offers_Online+Budget_1009392**266459126*&gbraid=0AAAAADiyNavC8LMv_NiBlQYuFIvzrobjA&gclid=EAIaIQobChMI9dji9M6z_wIVqujtCh0jgAqgEAQYASABEgKE6_D_BwE&gclsrc=aw.ds,3,https://www.tesco.com/groceries/en-GB/products/266459126?sc_cmp=ppc*GHS+-+Grocery+-+New*MPX_PMAX_All_OT_Top+Offers_Online+Budget_1009392**266459126*&gbraid=0AAAAADiyNavC8LMv_NiBlQYuFIvzrobjA&gclid=EAIaIQobChMI9dji9M6z_wIVqujtCh0jgAqgEAQYASABEgKE6_D_BwE&gclsrc=aw.ds&preservedReferrer=https://www.tesco.com/groceries/en-GB/products/266459126?sc_cmp=ppc*GHS+-+Grocery+-+New*MPX_PMAX_All_OT_Top+Offers_Online+Budget_1009392**266459126*&gbraid=0AAAAADiyNavC8LMv_NiBlQYuFIvzrobjA&gclid=EAIaIQobChMI9dji9M6z_wIVqujtCh0jgAqgEAQYASABEgKE6_D_BwE&gclsrc=aw.ds,9.7,5,1.2,280,243,2,12,0,3,0,0,0,53.82013333,-1.594122222,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011477_Q3_EdenCresBeecroftStSanfordRd\IMG_5305.JPG,E01011477_Q3_EdenCresBeecroftStSanfordRd,E01011477,Q3,EdenCresBeecroftStSanfordRd
463,IW,IW,26/05/2023,E01011477,IMG_5306,24/05/2023,KL_ECBS_02_01,KL_ECBS_02,NA,NA,1,2,1,McPlant,McDonald's,0,Clear Channel,4.29,McDonald's app,g,164,164,SL image,2,https://www.mcdonalds.com/gb/en-gb/product/vegan-mcplant.html,12.2,4.02,6.1,536.59,261.59,2.8,11.59,34.76,11,1,1,0,53.82013333,-1.594202778,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011477_Q3_EdenCresBeecroftStSanfordRd\IMG_5306.JPG,E01011477_Q3_EdenCresBeecroftStSanfordRd,E01011477,Q3,EdenCresBeecroftStSanfordRd
464,IW,IW,26/05/2023,E01011477,IMG_5307,24/05/2023,KL_ECBS_03_01,KL_ECBS_03,NA,NA,1,2,5,5 mornings,channel 5,1,Clear Channel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,53.81974167,-1.593344444,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011477_Q3_EdenCresBeecroftStSanfordRd\IMG_5307.JPG,E01011477_Q3_EdenCresBeecroftStSanfordRd,E01011477,Q3,EdenCresBeecroftStSanfordRd
465,IW,IW,26/05/2023,E01011477,IMG_5307,24/05/2023,KL_ECBS_03_01,KL_ECBS_03,NA,NA,1,2,5,5 news,channel 5,1,Clear Channel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,53.81974167,-1.593344444,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011477_Q3_EdenCresBeecroftStSanfordRd\IMG_5307.JPG,E01011477_Q3_EdenCresBeecroftStSanfordRd,E01011477,Q3,EdenCresBeecroftStSanfordRd
466,IW,IW,26/05/2023,E01011477,IMG_5308,24/05/2023,KL_ECBS_04_01,KL_ECBS_04,NA,NA,1,2,1,Spicy big tasty,McDonald's,0,Clear Channel,6.49,McDonald's app,NA,300,300,"SL image big tasty with bacon (minus onion, 10g)",2,https://www.mcdonalds.com/gb/en-gb/product/spicy-big-tasty.html,15.33,6.33,2.97,480,270.33,1.37,16.67,15.67,13,1,1,0,53.81738333,-1.589472222,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011477_Q3_EdenCresBeecroftStSanfordRd\IMG_5308.JPG,E01011477_Q3_EdenCresBeecroftStSanfordRd,E01011477,Q3,EdenCresBeecroftStSanfordRd
467,IW,IW,26/05/2023,E01011477,IMG_5309,24/05/2023,KL_ECBS_05_01,KL_ECBS_05,NA,NA,1,2,5,5 mornings,channel 5,1,Clear Channel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,53.81732222,-1.589416667,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011477_Q3_EdenCresBeecroftStSanfordRd\IMG_5309.JPG,E01011477_Q3_EdenCresBeecroftStSanfordRd,E01011477,Q3,EdenCresBeecroftStSanfordRd
468,IW,IW,26/05/2023,E01011477,IMG_5309,24/05/2023,KL_ECBS_05_01,KL_ECBS_05,NA,NA,1,2,5,5 news,channel 5,1,Clear Channel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,53.81732222,-1.589416667,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011477_Q3_EdenCresBeecroftStSanfordRd\IMG_5309.JPG,E01011477_Q3_EdenCresBeecroftStSanfordRd,E01011477,Q3,EdenCresBeecroftStSanfordRd
469,IW,IW,26/05/2023,E01011477,IMG_5310,24/05/2023,KL_ECBS_06_01,KL_ECBS_06,NA,NA,12,1,5,The waste team,The Waste Team,1,Leeds City Council,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,53.81728611,-1.589380556,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011477_Q3_EdenCresBeecroftStSanfordRd\IMG_5310.JPG,E01011477_Q3_EdenCresBeecroftStSanfordRd,E01011477,Q3,EdenCresBeecroftStSanfordRd
470,IW,IW,26/05/2023,E01011477,IMG_5311,24/05/2023,KL_ECBS_07_01,KL_ECBS_07,NA,NA,10,2,5,Noel Gallagher's high flying birds concert,Ticket Master,0,Street Sites,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,53.81715,-1.589247222,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011477_Q3_EdenCresBeecroftStSanfordRd\IMG_5311.JPG,E01011477_Q3_EdenCresBeecroftStSanfordRd,E01011477,Q3,EdenCresBeecroftStSanfordRd
471,IW,IW,26/05/2023,E01011477,IMG_5311,24/05/2023,KL_ECBS_07_02,KL_ECBS_07,NA,NA,10,2,5,Leeds Poetry Festival 2023,Leeds Poetry Festival,0,Street Sites,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,53.81715,-1.589247222,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011477_Q3_EdenCresBeecroftStSanfordRd\IMG_5311.JPG,E01011477_Q3_EdenCresBeecroftStSanfordRd,E01011477,Q3,EdenCresBeecroftStSanfordRd
472,IW,IW,26/05/2023,E01011477,IMG_5312,24/05/2023,KL_ECBS_07_03,KL_ECBS_07,NA,NA,10,2,5,Beat Herder (festival),Beat-Herder Festival,0,Street Sites,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,53.81711111,-1.589316667,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011477_Q3_EdenCresBeecroftStSanfordRd\IMG_5312.JPG,E01011477_Q3_EdenCresBeecroftStSanfordRd,E01011477,Q3,EdenCresBeecroftStSanfordRd
473,IW,IW,26/05/2023,E01011477,IMG_5312,24/05/2023,KL_ECBS_07_04,KL_ECBS_07,NA,NA,10,2,5,Leeds Tattoo Expo,Leeds Tattoo Expo,0,Street Sites,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,53.81711111,-1.589316667,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011477_Q3_EdenCresBeecroftStSanfordRd\IMG_5312.JPG,E01011477_Q3_EdenCresBeecroftStSanfordRd,E01011477,Q3,EdenCresBeecroftStSanfordRd
474,IW,IW,26/05/2023,E01011477,IMG_5313,24/05/2023,KL_ECBS_07_05,KL_ECBS_07,NA,NA,10,2,5,Dirty Dancing (musical),The Grand Theatre and Opera House Leeds,0,Street Sites,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,53.81709722,-1.589302778,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011477_Q3_EdenCresBeecroftStSanfordRd\IMG_5313.JPG,E01011477_Q3_EdenCresBeecroftStSanfordRd,E01011477,Q3,EdenCresBeecroftStSanfordRd
